,Car Name,Car Model,Model Year,Price,Registration Year,Fuel Type,Kms Driven(kms),Engine Displacement(cc),Transmission,Year of Manufacture,Mileage(kmpl),Steering Type,Top Speed(kmph)
1296,Renault,Renault Duster,2015.0,675000.0,2015.0,Petrol,67000.0,1598.0,Manual,2015.0,13.24,Power,160.0
1297,Maruti,Maruti Swift Dzire,2015.0,533000.0,2016.0,Diesel,51745.0,1248.0,Manual,2015.0,26.59,Power,169.0
1298,Audi,Audi A3 cabriolet,2015.0,3495000.0000000005,2015.0,Petrol,22000.0,1798.0,Automatic,2015.0,16.6,Power,240.0
1299,Hyundai,Hyundai Grand i10,2017.0,626000.0,2017.0,Petrol,11268.0,1197.0,Manual,2017.0,18.9,Power,165.0
1300,Tata,Tata Tiago,2020.0,632000.0,2020.0,Petrol,24357.0,1199.0,Manual,2020.0,20.09,Electric,121.92
1301,Toyota,Toyota Innova Crysta,2016.0,1775000.0,2016.0,Diesel,157000.0,2393.0,Manual,2016.0,13.68,Power,128.84
1302,Honda,Honda City,2018.0,1000000.0,2018.0,Petrol,9982.0,1497.0,Manual,2018.0,17.0,Power,173.0
1303,Audi,Audi A3,2020.0,2875000.0,2020.0,Diesel,22000.0,1968.0,Automatic,2020.0,20.38,Power,215.0
1304,Hyundai,Hyundai Venue,2020.0,1085000.0,2020.0,Petrol,27000.0,998.0,Manual,2020.0,18.0,Electric,165.0
1305,BMW,BMW 3 Series,2017.0,2275000.0,2017.0,Diesel,68000.0,1995.0,Automatic,2017.0,22.69,Power,250.0
1306,Hyundai,Hyundai Venue,2022.0,1365000.0,2022.0,Petrol,19000.0,998.0,Automatic,2022.0,18.15,Electric,165.0
1307,BMW,BMW X1,2012.0,1550000.0,2012.0,Diesel,41000.0,1995.0,Automatic,2012.0,17.05,Power,205.0
1308,BMW,BMW X1,2018.0,3025000.0,2018.0,Diesel,49000.0,1995.0,Automatic,2018.0,20.68,Power,222.0
1309,BMW,BMW 5 Series,2018.0,4275000.0,2018.0,Diesel,45000.0,1995.0,Automatic,2018.0,20.37,Power,235.0
1310,BMW,BMW X5,2016.0,4450000.0,2016.0,Diesel,75000.0,2993.0,Automatic,2016.0,11.7,Power,222.0
1311,Maruti,Maruti Celerio,2015.0,483000.0,2015.0,Petrol,39613.0,998.0,Manual,2015.0,25.24,Electric,150.0
1312,Honda,Honda City,2018.0,1007000.0,2018.0,Petrol,68906.0,1497.0,Automatic,2018.0,18.0,Power,178.55
1313,Renault,Renault Duster,2019.0,994999.9999999999,2019.0,Petrol,33000.0,1498.0,Automatic,2019.0,13.9,Power,160.0
1314,Maruti,Maruti Swift Dzire,2016.0,573000.0,2016.0,Petrol,71423.0,1197.0,Manual,2016.0,22.41,Electric,158.0
1315,Maruti,Maruti Swift Dzire,2015.0,658000.0,2015.0,Petrol,17811.0,1197.0,Manual,2015.0,22.41,Electric,158.0
1316,Hyundai,Hyundai Creta,2017.0,1245000.0,2017.0,Diesel,79000.0,1582.0,Automatic,2017.0,17.6,Power,190.0
1317,Maruti,Maruti Baleno,2020.0,906000.0,2020.0,Petrol,9724.0,1197.0,Automatic,2020.0,21.4,Power,180.0
1318,Hyundai,Hyundai Creta,2019.0,1195000.0,2019.0,Petrol,75000.0,1591.0,Manual,2019.0,15.8,Power,165.0
1319,Toyota,Toyota Yaris,2021.0,1031000.0,2021.0,Petrol,20754.0,1496.0,Manual,2021.0,17.1,Power,180.0
1320,Hyundai,Hyundai Grand i10,2015.0,413000.0,2015.0,Petrol,50510.0,1197.0,Manual,2015.0,18.9,Power,165.0
1321,Hyundai,Hyundai Grand i10,2019.0,624000.0,2019.0,Petrol,35000.0,1197.0,Manual,2019.0,18.9,Power,165.0
1322,Hyundai,Hyundai Verna,2011.0,465000.00000000006,2011.0,Diesel,85000.0,1582.0,Manual,2011.0,22.32,Power,190.0
1323,Honda,Honda City,2018.0,1050000.0,2018.0,Petrol,48979.0,1497.0,Automatic,2018.0,18.0,Power,195.0
1324,Tata,Tata Nexon,2017.0,725000.0,2017.0,Petrol,46000.0,1198.0,Manual,2017.0,17.0,Power,154.19
1325,Mahindra,Mahindra Thar,2020.0,1800000.0,2021.0,Diesel,9000.0,2184.0,Automatic,2020.0,15.1,Power,165.0
1326,Ford,Ford Aspire,2018.0,650000.0,2018.0,Diesel,70000.0,1498.0,Manual,2018.0,26.1,Power,170.0
1327,Volvo,Volvo S60,2014.0,1395000.0,2014.0,Diesel,78000.0,1969.0,Automatic,2014.0,27.03,Power,215.0
1328,Honda,Honda Amaze,2021.0,865000.0,2021.0,Diesel,1500.0,1498.0,Manual,2021.0,24.7,Electric,170.0
1329,BMW,BMW 5 Series,2011.0,1423000.0,2011.0,Diesel,70000.0,1995.0,Automatic,2011.0,18.48,Power,226.0
1330,MG,MG Gloster,2023.0,4399000.0,2023.0,Diesel,8187.0,1996.0,Automatic,2023.0,13.92,Electric,165.0
1331,Maruti,Maruti Swift Dzire,2014.0,475000.0,2014.0,Petrol,81777.0,1197.0,Manual,2014.0,22.41,Electric,158.0
1332,Honda,Honda City,2016.0,747000.0,2017.0,Petrol,48698.0,1497.0,Automatic,2016.0,18.0,Power,195.0
1333,Kia,Kia Seltos,2020.0,1590000.0,2020.0,Petrol,21000.0,1353.0,Automatic,2020.0,16.5,Electric,165.0
1334,Hyundai,Hyundai Grand i10,2016.0,520000.0,2016.0,Petrol,67771.0,1197.0,Automatic,2016.0,18.9,Power,165.0
1335,Maruti,Maruti Swift Dzire,2015.0,530000.0,2015.0,Petrol,60386.0,1197.0,Manual,2015.0,22.41,Electric,158.0
1336,Tata,Tata Tiago,2018.0,595000.0,2018.0,Petrol,48928.0,1199.0,Automatic,2018.0,23.84,Power,150.0
1337,Hyundai,Hyundai i20,2010.0,312000.0,2010.0,Petrol,111374.0,1197.0,Manual,2010.0,18.5,Power,170.0
1338,Hyundai,Hyundai Creta,2017.0,919999.9999999999,2017.0,Petrol,33000.0,1591.0,Manual,2017.0,15.8,Power,165.0
1339,Maruti,Maruti Alto 800,2021.0,403000.0,2022.0,Petrol,40561.0,796.0,Manual,2021.0,22.05,Power,140.0
1340,Maruti,Maruti Swift,2013.0,415000.00000000006,2013.0,Petrol,92529.0,1197.0,Manual,2013.0,22.38,Electric,160.0
1341,Honda,Honda Amaze,2019.0,850000.0,2019.0,Petrol,42000.0,1199.0,Automatic,2019.0,18.1,Power,160.0
1342,Kia,Kia Carnival,2020.0,2700000.0,2020.0,Diesel,55342.0,2199.0,Automatic,2020.0,14.11,Electric,165.0
1343,Ford,Ford Ecosport,2021.0,1145000.0,2021.0,Diesel,51000.0,1498.0,Manual,2021.0,21.7,Electric,182.0
1344,Mahindra,Mahindra XUV500,2018.0,1275000.0,2018.0,Diesel,37000.0,2179.0,Manual,2018.0,15.1,Power,185.0
1345,Honda,Honda Jazz,2017.0,645000.0,2017.0,Petrol,36468.0,1199.0,Manual,2017.0,18.7,Power,172.0
1346,Mahindra,Mahindra XUV300,2022.0,1440000.0,2022.0,Petrol,11250.0,1197.0,Manual,2022.0,16.82,Power,175.0
1347,Maruti,Maruti Ertiga,2019.0,1145000.0,2019.0,Petrol,36000.0,1462.0,Manual,2019.0,19.01,Power,164.0
1348,Hyundai,Hyundai Venue,2019.0,1225000.0,2019.0,Petrol,36368.0,998.0,Automatic,2019.0,18.15,Power,165.0
1349,Mercedes-Benz,Mercedes-Benz S-Class,2016.0,5275000.0,2016.0,Diesel,36000.0,2987.0,Automatic,2016.0,13.5,Power,250.0
1350,BMW,BMW X3,2017.0,3800000.0,2018.0,Diesel,62000.0,1995.0,Automatic,2017.0,18.56,Power,210.0
1351,Honda,Honda City,2018.0,888000.0000000001,2018.0,Petrol,39466.0,1497.0,Manual,2018.0,17.4,Power,189.0
1352,Maruti,Maruti Swift,2014.0,507000.0,2014.0,Petrol,49570.0,1197.0,Manual,2014.0,22.38,Electric,160.0
1353,Volkswagen,Volkswagen Vento,2018.0,1019999.9999999999,2018.0,Petrol,23382.0,1197.0,Automatic,2018.0,18.19,Power,185.0
