,Car Name,Car Model,Model Year,Price,Registration Year,Fuel Type,Kms Driven(kms),Engine Displacement(cc),Transmission,Year of Manufacture,Mileage(kmpl),Steering Type,Top Speed(kmph)
1516,Honda,Honda Amaze,2015.0,450000.0,2015.0,Petrol,46105.0,1198.0,Manual,2015.0,18.0,Power,160.0
1517,Honda,Honda WR-V,2017.0,650000.0,2017.0,Petrol,60000.0,1199.0,Manual,2017.0,17.5,Electric,164.26
1518,Honda,Honda Jazz,2017.0,575000.0,2017.0,Diesel,80000.0,1498.0,Manual,2017.0,27.3,Power,172.0
1519,Mercedes-Benz,Mercedes-Benz B Class,2015.0,1950000.0,2016.0,Diesel,58000.0,2143.0,Automatic,2015.0,15.0,Power,190.0
1520,Maruti,Maruti Esteem,2008.0,150000.0,2008.0,Petrol,70000.0,1298.0,Manual,2008.0,15.9,Power,164.0
1521,Maruti,Maruti Baleno,2017.0,702000.0,2017.0,Petrol,61764.0,1197.0,Automatic,2017.0,21.4,Power,180.0
1522,Mahindra,Mahindra KUV 100,2016.0,448000.00000000006,2016.0,Petrol,36018.0,1198.0,Manual,2016.0,18.15,Power,160.0
1523,Renault,Renault Duster,2016.0,650000.0,2016.0,Diesel,150000.0,1461.0,Automatic,2016.0,19.6,Power,168.0
1524,Hyundai,Hyundai Grand i10 Nios,2022.0,801000.0,2022.0,Petrol,17197.0,998.0,Manual,2022.0,20.7,Electric,165.0
1525,Honda,Honda City,2016.0,772000.0,2016.0,Petrol,62931.0,1497.0,Automatic,2016.0,18.0,Power,195.0
1526,Toyota,Toyota Corolla Altis,2013.0,500000.0,2013.0,Petrol,90000.0,1798.0,Manual,2013.0,14.53,Power,205.0
1527,Mahindra,Mahindra XUV300,2021.0,1103000.0,2021.0,Petrol,21023.0,1197.0,Manual,2021.0,16.82,Power,175.0
1528,Toyota,Toyota Corolla Altis,2018.0,1490000.0,2018.0,Diesel,43000.0,1364.0,Manual,2018.0,21.43,Power,170.0
1529,Maruti,Maruti Swift Dzire,2017.0,627000.0,2018.0,Diesel,110505.0,1248.0,Automatic,2017.0,28.4,Power,169.0
1530,Hyundai,Hyundai Verna,2018.0,835000.0,2018.0,Petrol,78892.0,1591.0,Manual,2018.0,17.0,Power,196.0
1531,Audi,Audi A6,2015.0,2089999.9999999998,2016.0,Diesel,59000.0,1968.0,Automatic,2015.0,18.53,Power,232.0
1532,Chevrolet,Chevrolet Sail,2014.0,350000.0,2014.0,Petrol,90058.0,1199.0,Manual,2014.0,18.2,Power,155.0
1533,Audi,Audi Q5,2015.0,2100000.0,2015.0,Diesel,69000.0,2967.0,Automatic,2015.0,13.22,Power,225.0
1534,Honda,Honda WR-V,2019.0,925000.0,2019.0,Diesel,67000.0,1498.0,Manual,2019.0,25.5,Electric,176.0
1535,Maruti,Maruti Ciaz,2017.0,850000.0,2017.0,Diesel,80000.0,1248.0,Manual,2017.0,28.09,Power,190.0
1536,Maruti,Maruti Ciaz,2017.0,850000.0,2017.0,Diesel,80000.0,1248.0,Manual,2017.0,28.09,Power,190.0
1537,Audi,Audi Q7,2020.0,6600000.0,2020.0,Diesel,57000.0,2967.0,Automatic,2020.0,14.75,Power,234.0
1538,Toyota,Toyota Innova Crysta,2018.0,2150000.0,2018.0,Diesel,800000.0,2393.0,Manual,2018.0,13.68,Power,128.84
1539,Mercedes-Benz,Mercedes-Benz C-Class,2018.0,3600000.0,2018.0,Diesel,5500000.0,2143.0,Automatic,2018.0,19.27,Power,233.0
1540,BMW,BMW 7 Series,2017.0,6800000.0,2017.0,Diesel,27000.0,2993.0,Automatic,2017.0,16.46,Power,250.0
1541,Tata,Tata Nexon,2018.0,707000.0,2018.0,Petrol,38334.0,1198.0,Manual,2018.0,17.0,Power,154.19
1542,Volkswagen,Volkswagen Polo,2019.0,680000.0,2019.0,Petrol,36992.0,999.0,Manual,2019.0,17.74,Electronic,165.0
1543,BMW,BMW X3,2016.0,3750000.0,2016.0,Diesel,50000.0,2993.0,Automatic,2016.0,16.55,Power,232.0
1544,Tata,Tata New Safari,2021.0,2039000.0,2021.0,Diesel,34596.0,1956.0,Automatic,2021.0,14.08,Power,165.0
1545,Datsun,Datsun GO,2019.0,401000.0,2019.0,Petrol,84564.0,1198.0,Manual,2019.0,19.02,Power,145.0
1546,Mercedes-Benz,Mercedes-Benz E-Class,2013.0,2150000.0,2013.0,Diesel,60001.0,2143.0,Automatic,2013.0,13.0,Power,242.0
1547,Hyundai,Hyundai Santro,2018.0,505000.0,2018.0,Petrol,23462.0,1086.0,Manual,2018.0,20.3,Power,165.0
1548,Volkswagen,Volkswagen Taigun,2022.0,1599000.0,2022.0,Petrol,13000.0,999.0,Automatic,2022.0,18.41,Electric,165.0
1549,Honda,Honda Amaze,2019.0,830000.0000000001,2019.0,Diesel,54658.0,1498.0,Automatic,2019.0,23.8,Power,140.0
1550,Mahindra,Mahindra XUV300,2020.0,1036000.0,2020.0,Petrol,34164.0,1197.0,Manual,2020.0,16.82,Power,175.0
1551,Kia,Kia Seltos,2022.0,1595000.0,2022.0,Petrol,10000.0,1497.0,Manual,2022.0,16.8,Electric,165.0
1552,Fiat,Fiat Punto,2010.0,100000.0,2010.0,Petrol,70000.0,1368.0,Manual,2010.0,14.6,Power,165.0
1553,Hyundai,Hyundai Venue,2020.0,825000.0,2020.0,Petrol,37000.0,1197.0,Manual,2020.0,17.52,Electric,191.0
1554,Mahindra,Mahindra XUV700,2022.0,2900000.0,2022.0,Diesel,20000.0,2198.0,Automatic,2022.0,15.1,Power,162.41
1555,Maruti,Maruti Baleno,2016.0,550000.0,2016.0,Petrol,53967.0,1197.0,Manual,2016.0,21.4,Power,180.0
1556,Hyundai,Hyundai i10,2011.0,299000.0,2011.0,Petrol,52700.0,1197.0,Manual,2011.0,20.36,Power,165.0
1557,Tata,Tata Nexon,2018.0,750000.0,2018.0,Petrol,60000.0,1198.0,Automatic,2018.0,17.0,Power,154.19
1558,Maruti,Maruti Baleno,2016.0,550000.0,2016.0,Petrol,53967.0,1197.0,Manual,2016.0,21.4,Power,180.0
1559,Honda,Honda Amaze,2014.0,375000.0,2014.0,Petrol,99225.0,1199.0,Manual,2014.0,18.6,Electric,160.0
1560,Fiat,Fiat Linea,2011.0,265000.0,2011.0,Petrol,60000.0,1368.0,Manual,2011.0,16.0,Power,165.0
1561,Honda,Honda Jazz,2020.0,808000.0,2020.0,Petrol,48220.0,1199.0,Automatic,2020.0,17.1,Electric,172.0
1562,Honda,Honda Jazz,2016.0,542000.0,2016.0,Petrol,72024.0,1199.0,Manual,2016.0,18.7,Power,172.0
1563,Honda,Honda Amaze,2016.0,529000.0,2016.0,Petrol,80000.0,1198.0,Automatic,2016.0,15.5,Power,160.0
1564,Volkswagen,Volkswagen Polo,2017.0,684000.0,2017.0,Petrol,78735.0,1199.0,Manual,2017.0,16.2,Power,165.0
1565,Ford,Ford Ecosport,2018.0,813000.0000000001,2018.0,Diesel,72955.0,1498.0,Manual,2018.0,23.0,Power,182.0
1566,Maruti,Maruti Ciaz,2015.0,650000.0,2015.0,Petrol,40000.0,1373.0,Automatic,2015.0,19.12,Power,190.0
1567,Jeep,Jeep Compass,2021.0,1802000.0,2021.0,Petrol,14037.0,1368.0,Manual,2021.0,14.3,Power,186.69
1568,Hyundai,Hyundai i20,2019.0,745000.0,2019.0,Petrol,29000.0,1197.0,Manual,2019.0,18.6,Power,170.0
1569,Maruti,Maruti Baleno,2017.0,619000.0,2017.0,Petrol,69864.0,1197.0,Manual,2017.0,21.4,Power,180.0
1570,Hyundai,Hyundai Xcent,2019.0,650000.0,2019.0,Petrol,35739.0,1197.0,Manual,2019.0,20.14,Power,172.0
1571,Honda,Honda Jazz,2016.0,500000.0,2016.0,Petrol,120000.0,1199.0,Automatic,2016.0,19.0,Power,172.0
1572,Maruti,Maruti Ertiga,2019.0,1145000.0,2019.0,Diesel,18000.0,1248.0,Manual,2019.0,24.52,Power,160.0
1573,Tata,Tata Harrier,2019.0,1600000.0,2019.0,Diesel,21000.0,1956.0,Manual,2019.0,16.35,Power,121.92
1574,Maruti,Maruti Baleno,2016.0,540000.0,2016.0,Petrol,70404.0,1197.0,Manual,2016.0,21.4,Power,180.0
1575,Volkswagen,Volkswagen Vento,2015.0,675000.0,2015.0,Petrol,63000.0,1598.0,Manual,2015.0,16.09,Power,185.0
1576,Volkswagen,Volkswagen Ameo,2017.0,509999.99999999994,2017.0,Petrol,88000.0,1198.0,Manual,2017.0,17.0,Power,165.0
1577,Honda,Honda City,2017.0,830000.0000000001,2017.0,Petrol,65000.0,1497.0,Manual,2017.0,17.4,Power,189.0
1578,Land Rover,Land Rover Discovery Sport,2017.0,3900000.0,2017.0,Diesel,30000.0,2179.0,Automatic,2017.0,12.51,Power,188.0
1580,Maruti,Maruti XL6,2019.0,1200000.0,2019.0,Petrol,80000.0,1462.0,Automatic,2019.0,17.99,Power,165.0
1581,Honda,Honda City,2017.0,766000.0,2017.0,Petrol,85759.0,1497.0,Manual,2017.0,17.8,Power,195.0
1582,Hyundai,Hyundai Santro,2019.0,449000.0,2019.0,Petrol,24422.0,1086.0,Manual,2019.0,20.3,Power,165.0
1583,Hyundai,Hyundai Verna,2017.0,750000.0,2017.0,Petrol,90000.0,1591.0,Manual,2017.0,17.0,Power,196.0
1584,Honda,Honda Brio,2012.0,317000.0,2012.0,Petrol,67091.0,1198.0,Manual,2012.0,19.4,Power,164.0
1585,MG,MG Hector,2020.0,1560000.0,2020.0,Petrol,72787.0,1451.0,Manual,2020.0,15.81,Power,165.0
1586,Ford,Ford Endeavour,2017.0,1900000.0,2017.0,Diesel,120000.0,2198.0,Manual,2017.0,13.5,Power,160.2
1587,Hyundai,Hyundai Grand i10,2017.0,522000.0,2017.0,Petrol,90142.0,1197.0,Manual,2017.0,18.9,Power,165.0
1588,Hyundai,Hyundai i20,2015.0,500000.0,2015.0,Petrol,150000.0,1197.0,Manual,2015.0,18.6,Power,170.0
1589,Ford,Ford Freestyle,2018.0,627000.0,2018.0,Petrol,33256.0,1194.0,Manual,2018.0,19.0,Power,144.93
1590,Maruti,Maruti Baleno,2018.0,687000.0,2018.0,Petrol,70027.0,1197.0,Automatic,2018.0,21.4,Power,180.0
1591,Hyundai,Hyundai Sonata,2007.0,204999.99999999997,2007.0,Diesel,120000.0,1991.0,Manual,2007.0,13.6,Power,165.0
1592,Volkswagen,Volkswagen Polo,2015.0,525000.0,2015.0,Petrol,60000.0,1199.0,Manual,2015.0,16.2,Power,165.0
1593,Maruti,Maruti Swift,2017.0,620000.0,2017.0,Diesel,73686.0,1248.0,Manual,2017.0,25.2,Power,155.0
1594,Mahindra,Mahindra TUV 300,2018.0,825000.0,2018.0,Diesel,44000.0,1493.0,Manual,2018.0,18.49,Power,156.0
1595,Maruti,Maruti Swift,2015.0,530000.0,2016.0,Petrol,75581.0,1197.0,Manual,2015.0,21.21,Electric,160.0
1596,Mercedes-Benz,Mercedes-Benz M-Class,2015.0,3600000.0,2016.0,Diesel,58000.0,2143.0,Automatic,2015.0,15.26,Power,210.0
1597,Audi,Audi A3,2015.0,1950000.0,2015.0,Diesel,50000.0,1968.0,Automatic,2015.0,20.38,Power,215.0
1598,Mahindra,Mahindra TUV 300,2015.0,650000.0,2015.0,Diesel,100000.0,1493.0,Manual,2015.0,18.49,Power,156.0
1599,Maruti,Maruti Ciaz,2017.0,650000.0,2017.0,Diesel,108902.0,1248.0,Manual,2017.0,28.09,Power,190.0
1600,Volkswagen,Volkswagen Ameo,2016.0,570000.0,2016.0,Diesel,100425.0,1498.0,Manual,2016.0,21.66,Power,163.0
1601,Hyundai,Hyundai Xcent,2016.0,458000.0,2016.0,Petrol,70887.0,1197.0,Manual,2016.0,19.1,Power,172.0
1602,Honda,Honda City,2016.0,577000.0,2016.0,Petrol,114981.0,1497.0,Manual,2016.0,17.8,Power,195.0
1603,Honda,Honda WR-V,2018.0,900000.0,2018.0,Petrol,45000.0,1199.0,Manual,2018.0,17.5,Electric,164.26
1604,Hyundai,Hyundai Grand i10 Nios,2021.0,649000.0,2021.0,Petrol,45416.0,1197.0,Manual,2021.0,20.7,Electric,165.0
1605,Hyundai,Hyundai i20,2016.0,549000.0,2016.0,Petrol,119468.0,1197.0,Manual,2016.0,18.6,Power,170.0
1606,Volkswagen,Volkswagen Vento,2015.0,650000.0,2015.0,Diesel,100000.0,1498.0,Automatic,2015.0,21.21,Power,186.0
1607,Maruti,Maruti Swift Dzire,2017.0,513999.99999999994,2017.0,Petrol,119975.0,1197.0,Manual,2017.0,22.41,Electric,158.0
1608,BMW,BMW 3 Series,2017.0,3900000.0,2017.0,Petrol,19000.0,1998.0,Automatic,2017.0,15.34,Power,226.0
1609,Hyundai,Hyundai Grand i10,2016.0,455999.99999999994,2016.0,Petrol,64906.0,1197.0,Manual,2016.0,18.9,Power,165.0
1610,Maruti,Maruti Baleno,2016.0,501999.99999999994,2016.0,Petrol,81484.0,1197.0,Manual,2016.0,21.4,Power,180.0
1611,Maruti,Maruti Swift Dzire,2018.0,685000.0,2018.0,Petrol,45067.0,1197.0,Manual,2018.0,21.21,Power,158.0
1612,Mercedes-Benz,Mercedes-Benz S-Class,2018.0,11000000.0,2018.0,Petrol,68000.0,4663.0,Automatic,2018.0,7.81,Power,250.0
1613,Honda,Honda Jazz,2016.0,580000.0,2016.0,Petrol,65768.0,1199.0,Manual,2016.0,18.7,Power,172.0
1614,Honda,Honda Jazz,2016.0,530000.0,2016.0,Petrol,61000.0,1199.0,Manual,2016.0,18.7,Power,172.0
1615,Mercedes-Benz,Mercedes-Benz S-Class,2009.0,1700000.0,2009.0,Diesel,50000.0,2987.0,Automatic,2009.0,13.0,Power,250.0
1616,BMW,BMW 5 Series,2018.0,4375000.0,2018.0,Diesel,23000.0,1995.0,Automatic,2018.0,18.12,Power,231.0
1617,BMW,BMW 7 Series,2018.0,8200000.0,2019.0,Diesel,17000.0,2993.0,Automatic,2018.0,16.46,Power,250.0
1618,Maruti,Maruti Celerio,2017.0,420000.0,2017.0,Petrol,102958.0,998.0,Automatic,2017.0,23.1,Power,150.0
1619,Toyota,Toyota Corolla Altis,2013.0,775000.0,2013.0,Diesel,62900.0,1364.0,Manual,2013.0,21.43,Power,170.0
1620,Maruti,Maruti Wagon R,2015.0,395000.0,2015.0,Petrol,65076.0,998.0,Manual,2015.0,20.51,Power,152.0
1621,Maruti,Maruti Baleno,2016.0,533000.0,2017.0,Petrol,75876.0,1197.0,Manual,2016.0,21.4,Power,180.0
1622,Hyundai,Hyundai i20,2015.0,547000.0,2015.0,Petrol,98911.0,1197.0,Manual,2015.0,18.6,Power,170.0
1623,Maruti,Maruti Celerio,2015.0,395000.0,2015.0,Petrol,45000.0,998.0,Manual,2015.0,23.1,Power,150.0
1624,Hyundai,Hyundai Verna,2017.0,908000.0,2017.0,Diesel,76089.0,1582.0,Automatic,2017.0,19.08,Power,190.0
1625,Hyundai,Hyundai Grand i10,2017.0,521000.0,2017.0,Petrol,54505.0,1197.0,Manual,2017.0,18.9,Power,165.0
1626,Audi,Audi A3,2019.0,2290000.0,2020.0,Diesel,24000.0,1968.0,Automatic,2019.0,20.38,Power,215.0
1627,Maruti,Maruti Swift Dzire,2016.0,507000.0,2016.0,Petrol,96573.0,1197.0,Manual,2016.0,22.41,Electric,158.0
1628,Kia,Kia Seltos,2019.0,1625000.0,2019.0,Diesel,30000.0,1493.0,Automatic,2019.0,16.5,Electric,165.0
1629,Hyundai,Hyundai Grand i10,2016.0,528000.0,2016.0,Petrol,63720.0,1197.0,Manual,2016.0,18.9,Power,165.0
1630,Maruti,Maruti Alto 800,2021.0,434999.99999999994,2021.0,Petrol,14411.0,796.0,Manual,2021.0,22.05,Electric,140.0
1631,Volkswagen,Volkswagen Taigun,2022.0,1490000.0,2022.0,Petrol,11000.0,999.0,Automatic,2022.0,18.41,Electric,165.0
1632,Skoda,Skoda Kushaq,2022.0,1789999.9999999998,2022.0,Petrol,21000.0,1498.0,Automatic,2022.0,18.86,Electric,165.0
1633,Honda,Honda WR-V,2017.0,625000.0,2017.0,Petrol,34392.0,1199.0,Manual,2017.0,17.5,Electric,164.26
1634,Hyundai,Hyundai Grand i10 Nios,2022.0,690000.0,2022.0,Petrol,20000.0,1197.0,Manual,2022.0,20.7,Electric,165.0
1635,Kia,Kia Sonet,2022.0,1350000.0,2022.0,Petrol,10000.0,998.0,Manual,2022.0,18.2,Electric,165.0
1636,MG,MG Astor,2022.0,1550000.0,2022.0,Petrol,20000.0,1498.0,Automatic,2022.0,14.82,Electronic,165.0
1637,Toyota,Toyota Glanza,2019.0,790000.0,2019.0,Petrol,47000.0,1197.0,Automatic,2019.0,19.56,Electric,180.0
1638,Maruti,Maruti Alto K10,2014.0,270000.0,2014.0,Petrol,60333.0,998.0,Manual,2014.0,23.95,Power,145.0
1639,Hyundai,Hyundai Grand i10,2014.0,365000.0,2014.0,Diesel,81058.0,1186.0,Manual,2014.0,24.0,Power,151.63
1640,Honda,Honda Civic,2010.0,425000.0,2010.0,Petrol,51800.0,1799.0,Manual,2010.0,13.5,Power,206.0
1641,Hyundai,Hyundai Grand i10,2016.0,528000.0,2016.0,Petrol,32797.0,1197.0,Manual,2016.0,18.9,Power,165.0
1642,Hyundai,Hyundai Grand i10,2016.0,511000.00000000006,2016.0,Petrol,69731.0,1197.0,Manual,2016.0,18.9,Power,165.0
1643,Honda,Honda City,2016.0,625000.0,2016.0,Petrol,54000.0,1497.0,Manual,2016.0,17.8,Power,195.0
1644,Nissan,Nissan Micra Active,2016.0,327000.0,2016.0,Petrol,110267.0,1198.0,Manual,2016.0,19.49,Power,160.0
1645,Mahindra,Mahindra KUV 100,2018.0,505000.0,2018.0,Petrol,31767.0,1198.0,Manual,2018.0,18.15,Power,160.0
1646,Honda,Honda WR-V,2018.0,640000.0,2018.0,Petrol,45677.0,1199.0,Manual,2018.0,17.5,Electric,164.26
1647,Maruti,Maruti Celerio,2017.0,449000.0,2017.0,Petrol,66656.0,998.0,Manual,2017.0,25.24,Electric,150.0
1648,Honda,Honda Amaze,2019.0,725000.0,2019.0,Diesel,27000.0,1498.0,Manual,2019.0,24.7,Electric,170.0
1649,Renault,Renault KWID,2021.0,495000.0,2021.0,Petrol,37004.0,999.0,Manual,2021.0,21.74,Electric,155.8
1650,Hyundai,Hyundai i10,2011.0,271000.0,2011.0,Petrol,85274.0,1197.0,Manual,2011.0,20.36,Power,165.0
1651,Hyundai,Hyundai Creta,2017.0,940000.0,2017.0,Diesel,60000.0,1582.0,Manual,2017.0,19.67,Power,190.0
1653,Hyundai,Hyundai Creta,2022.0,1850000.0,2022.0,Diesel,20000.0,1493.0,Manual,2022.0,18.9,Power,165.0
1654,Kia,Kia Carens,2022.0,2000000.0,2022.0,Diesel,30000.0,1493.0,Automatic,2022.0,16.5,Power,165.0
1655,Mercedes-Benz,Mercedes-Benz E-Class,2017.0,4500000.0,2017.0,Diesel,25000.0,1950.0,Automatic,2017.0,16.1,Electric,240.0
1656,Mahindra,Mahindra XUV500,2014.0,700000.0,2014.0,Diesel,80000.0,2179.0,Manual,2014.0,15.1,Power,175.0
1658,Tata,Tata Harrier,2022.0,2050000.0,2022.0,Diesel,20000.0,1956.0,Manual,2022.0,16.35,Power,121.92
1659,MG,MG Hector,2022.0,1989999.9999999998,2022.0,Petrol,20000.0,1451.0,Automatic,2022.0,16.56,Power,165.0
1660,MG,MG Hector,2022.0,1989999.9999999998,2022.0,Petrol,20000.0,1451.0,Automatic,2022.0,16.56,Power,165.0
1661,Hyundai,Hyundai Creta,2020.0,1445000.0,2020.0,Diesel,55037.0,1493.0,Manual,2020.0,18.9,Power,165.0
1662,Hyundai,Hyundai Santro,2018.0,451000.0,2019.0,Petrol,65607.0,1086.0,Manual,2018.0,20.3,Power,165.0
1663,Maruti,Maruti Ertiga Tour,2021.0,1100000.0,2021.0,CNG,70000.0,1462.0,Manual,2021.0,21.4,Power,165.0
1664,Hyundai,Hyundai i20,2016.0,631000.0,2016.0,Petrol,74777.0,1197.0,Manual,2016.0,18.6,Power,170.0
1665,Toyota,Toyota Etios,2012.0,411000.00000000006,2012.0,Petrol,102392.0,1496.0,Manual,2012.0,17.6,Power,180.0
1666,Skoda,Skoda Rapid,2015.0,500000.0,2015.0,Diesel,90210.0,1498.0,Manual,2015.0,21.14,Power,185.0
1667,Maruti,Maruti Swift Dzire,2014.0,488000.0,2014.0,Petrol,62373.0,1197.0,Manual,2014.0,22.41,Electric,158.0
1668,Tata,Tata Zest,2015.0,459999.99999999994,2015.0,Diesel,80000.0,1248.0,Manual,2015.0,22.95,Power,158.0
1669,Maruti,Maruti Celerio,2018.0,513999.99999999994,2018.0,Petrol,25219.0,998.0,Automatic,2018.0,26.0,Electric,150.0
1670,Maruti,Maruti Swift,2014.0,508000.0,2015.0,Diesel,64409.0,1248.0,Manual,2014.0,25.2,Power,155.0
1671,Tata,Tata Nexon,2018.0,865000.0,2018.0,Diesel,52000.0,1497.0,Manual,2018.0,21.5,Power,154.19
1672,Maruti,Maruti Ciaz,2018.0,855000.0000000001,2019.0,Petrol,30000.0,1462.0,Automatic,2018.0,20.28,Power,165.0
1673,Mercedes-Benz,Mercedes-Benz S-Class,2020.0,11800000.0,2021.0,Diesel,14000.0,2925.0,Automatic,2020.0,13.5,Power,250.0
1674,Hyundai,Hyundai Venue,2019.0,925000.0,2019.0,Diesel,48574.0,1396.0,Manual,2019.0,23.7,Power,165.0
1675,Honda,Honda City,2012.0,509999.99999999994,2012.0,Petrol,71423.0,1497.0,Automatic,2012.0,16.8,Power,173.0
1676,Mercedes-Benz,Mercedes-Benz E-Class,2020.0,5700000.0,2020.0,Diesel,30000.0,1950.0,Automatic,2020.0,16.1,Electric,240.0
1677,Maruti,Maruti Wagon R,2013.0,350000.0,2013.0,Petrol,75498.0,998.0,Manual,2013.0,18.9,Power,152.0
1678,Honda,Honda City,2017.0,630000.0,2017.0,Petrol,95963.0,1497.0,Manual,2017.0,17.8,Power,195.0
1679,Maruti,Maruti Wagon R,2015.0,409999.99999999994,2015.0,Petrol,46613.0,998.0,Manual,2015.0,20.51,Power,152.0
1680,Honda,Honda WR-V,2017.0,725000.0,2017.0,Petrol,30000.0,1199.0,Manual,2017.0,17.5,Electric,164.26
1681,Honda,Honda Amaze,2015.0,466000.0,2015.0,Petrol,18722.0,1198.0,Manual,2015.0,18.0,Power,160.0
1682,Kia,Kia Seltos,2023.0,1864000.0,2023.0,Petrol,5593.0,1353.0,Automatic,2023.0,16.5,Electric,165.0
1683,Audi,Audi Q3,2017.0,2700000.0,2017.0,Diesel,40000.0,1968.0,Automatic,2017.0,15.73,Power,212.0
1684,Maruti,Maruti Celerio,2021.0,503000.0,2021.0,Petrol,20875.0,998.0,Manual,2021.0,25.24,Electric,150.0
1685,Renault,Renault KWID,2018.0,309000.0,2018.0,Petrol,46436.0,799.0,Manual,2018.0,25.17,Power,135.0
1686,Honda,Honda City,2016.0,640000.0,2016.0,Petrol,127672.0,1497.0,Automatic,2016.0,18.0,Power,195.0
1687,Hyundai,Hyundai Venue,2021.0,841000.0,2021.0,Petrol,12814.0,1197.0,Manual,2021.0,17.52,Electric,191.0
1688,Tata,Tata New Safari,2022.0,1889999.9999999998,2022.0,Diesel,26000.0,1956.0,Manual,2022.0,16.14,Power,165.0
1689,Hyundai,Hyundai i10,2011.0,288000.0,2011.0,Petrol,45851.0,1197.0,Manual,2011.0,20.36,Power,165.0
1690,Hyundai,Hyundai Venue,2021.0,940000.0,2021.0,Petrol,36349.0,998.0,Manual,2021.0,18.0,Electric,165.0
1691,Volkswagen,Volkswagen Polo,2018.0,844999.9999999999,2018.0,Petrol,35000.0,1197.0,Automatic,2018.0,17.21,Power,177.22
1692,Tata,Tata New Safari,2021.0,2055999.9999999998,2021.0,Diesel,17059.0,1956.0,Automatic,2021.0,14.08,Power,165.0
1693,BMW,BMW X5,2019.0,7700000.0,2019.0,Diesel,37000.0,2993.0,Automatic,2019.0,13.38,Power,222.0
1694,Maruti,Maruti Wagon R,2016.0,400000.0,2016.0,Petrol,48163.0,998.0,Manual,2016.0,20.51,Power,152.0
1695,Maruti,Maruti Swift Dzire,2013.0,425000.0,2013.0,Petrol,40000.0,1197.0,Manual,2013.0,19.1,Power,169.0
1696,Tata,Tata Indigo,2008.0,200000.0,2008.0,Diesel,150000.0,1405.0,Manual,2008.0,17.0,Manual,154.6
1697,Volkswagen,Volkswagen Polo,2020.0,750000.0,2020.0,Petrol,20000.0,999.0,Manual,2020.0,17.74,Electronic,165.0
1698,Hyundai,Hyundai Creta,2019.0,1689999.9999999998,2020.0,Diesel,47000.0,1582.0,Automatic,2019.0,17.6,Power,190.0
1699,Hyundai,Hyundai i10,2013.0,310000.0,2013.0,Petrol,112711.0,1197.0,Manual,2013.0,20.36,Power,165.0
1700,Toyota,Toyota Fortuner,2020.0,3900000.0,2020.0,Diesel,53000.0,2755.0,Automatic,2020.0,15.04,Power,157.3
1701,Maruti,Maruti Celerio,2016.0,437000.0,2016.0,Petrol,65895.0,998.0,Automatic,2016.0,26.68,Electric,150.0
1702,Mahindra,Mahindra XUV300,2022.0,1026000.0,2022.0,Petrol,15625.0,1197.0,Automatic,2022.0,17.0,Power,175.0
1703,Maruti,Maruti Swift,2015.0,560000.0,2015.0,Diesel,107595.0,1248.0,Manual,2015.0,25.2,Power,155.0
1704,Maruti,Maruti Ignis,2017.0,532000.0,2017.0,Petrol,23838.0,1197.0,Manual,2017.0,20.89,Electrical,165.0
1705,Maruti,Maruti Alto K10,2015.0,323000.0,2015.0,Petrol,28975.0,998.0,Manual,2015.0,24.39,Power,145.0
1706,Honda,Honda WR-V,2018.0,770000.0,2018.0,Petrol,30742.0,1199.0,Manual,2018.0,17.5,Electric,164.26
1707,Maruti,Maruti S-Presso,2022.0,492000.0,2022.0,Petrol,10363.0,998.0,Manual,2022.0,21.7,Power,190.0
1708,Honda,Honda City,2015.0,650000.0,2015.0,Petrol,100000.0,1497.0,Manual,2015.0,17.4,Power,195.0
1709,Honda,Honda City,2016.0,633000.0,2017.0,Petrol,75555.0,1497.0,Manual,2016.0,17.8,Power,195.0
1710,Hyundai,Hyundai Creta,2018.0,982000.0,2018.0,Petrol,60929.0,1591.0,Manual,2018.0,15.8,Power,165.0
1711,BMW,BMW X5,2009.0,1350000.0,2009.0,Diesel,78000.0,2993.0,Automatic,2009.0,11.7,Power,222.0
1712,Maruti,Maruti Vitara Brezza,2017.0,900000.0,2017.0,Diesel,120000.0,1248.0,Manual,2017.0,24.3,Power,172.0
1713,Honda,Honda Amaze,2014.0,370000.0,2014.0,Diesel,143185.0,1498.0,Manual,2014.0,25.8,Power,170.0
1714,Maruti,Maruti Ciaz,2017.0,620000.0,2017.0,Petrol,115434.0,1373.0,Manual,2017.0,20.73,Power,190.0
1715,Maruti,Maruti Ignis,2018.0,480000.0,2018.0,Petrol,43000.0,1197.0,Manual,2018.0,20.89,Electric,165.0
1716,Honda,Honda Brio,2015.0,430000.0,2016.0,Petrol,63309.0,1198.0,Manual,2015.0,18.5,Power,145.0
1717,Maruti,Maruti Swift,2015.0,500000.0,2015.0,Diesel,150000.0,1248.0,Manual,2015.0,25.2,Power,155.0
1718,BMW,BMW 7 Series,2019.0,7600000.0,2019.0,Diesel,53000.0,2993.0,Automatic,2019.0,16.46,Power,250.0
1719,Maruti,Maruti Baleno,2019.0,790000.0,2019.0,Petrol,39386.0,1197.0,Manual,2019.0,21.01,Electric,180.0
1720,BMW,BMW 6 Series,2018.0,5200000.0,2018.0,Diesel,42000.0,2993.0,Automatic,2018.0,17.09,Power,165.0
1721,Renault,Renault Triber,2021.0,776000.0,2021.0,Petrol,29257.0,999.0,Automatic,2021.0,18.2,Electric,135.0
